frase	duracao_media	total_classificacoes	classificacao_majoritaria	total_positiva	total_negativa	total_neutra
Confesso que aquilo me dava um prazer quase que desconhecido, era uma delicia sentir nossas línguas se encostando enquanto ele apertava meus seios.	7.5602	5	positiva	5	0	0
Confesso que fiquei muito chateada com isso, pois eu nunca deixei de lembrar dele nesses 10 meses de namoro, sempre nas datas comemorativas dei coisas para ele, chegando aqui em casa, chorei horrores.	6.473333333333333	6	negativa	0	6	0
Confesso que gostei muito de ficar com ela, foi muito bom, mas sai fora achei que ela não iria querer me ver outras vezes.	5.5175	4	neutra	1	1	2
Confiar em si é a melhor solução pra nao se encontrar nessas situações.	3.313833333333333	6	positiva	6	0	0
Confirmei e fiquei aguardando a hora.	2.54225	4	neutra	1	0	3
Conheci meu namorado no dia do meu aniversário de 19 anos, nós fazíamos curso técnico na mesma escola técnica, e uma amiga em comum nos apresentou.	8.7248	5	positiva	3	0	2
Conheci um amigo da minha irmã esses dias, ele tem 17 anos e pelo que percebi, é bem galinha, resolvi então, dar uma estudadinha no seu tipo e vou dar algumas dicas para as menininhas apaixonadas que lerem isso.	4.010999999999999	4	positiva	3	0	1
Conheci um novo amor estamos juntos a 3 anos e não vivemos uma linda historia de cinemas mas nos amamos e nos respeitamos abrimos mão de muito pra fazer dar certo, mas respeitamos nossos limites e crescemos juntos vamos nos casar em dezembro.	7.987	5	positiva	5	0	0
Conheci um rapaz, gentil, bonito e engraçado.	1.95	4	positiva	4	0	0
Conheci uma menina nova lá, acho que vamos ser amigas.	5.489	4	empate	2	0	2
Consegui a ajuda de uma pessoa para alugar uma casa, comprar moveis, estar fazendo faculdade e ter uma vida mais o menos.	7.9754000000000005	5	positiva	3	0	2
Conta uma velha lenda dos índios Sioux que, uma vez, Touro Bravo, o mais valente e honrado de todos os jovens guerreiros, e Nuvem Azul, a filha do cacique, uma das mais formosas mulheres da tribo, chegaram de mãos dadas, até a tenda do velho feiticeiro da tribo.	8.06225	4	neutra	1	0	3
Continuo amando assistir desenhos, preferindo ficar a noite toda no computador e sem me importar com o que os outros vão dizer ou pensar sobre mim.	4.57225	4	positiva	3	0	1
Continuo, por ela e com ela.	3.7481999999999998	5	positiva	4	0	1
Conversamos sobre um futuro , mais tão presente em nós , casamento , sobre ver algumas casas , nos imaginamos juntos pra sempre , na nossa casa, com nossas coisas do nosso jeito e ele me imaginando grávida !	9.2445	4	empate	2	0	2
Correr pela rua, voltar pra casa toda suja de terra, brincadeiras de pique-esconde , policia e ladrão, pique-pega.	4.1185	4	empate	2	0	2
Curativos companheiros e sinceros, que se importem realmente com você.	5.3685	4	positiva	3	0	1
Dai meu amigo veio me falar que ela disse que eu era bonito e perguntou se eu tinha namorada.	13.0214	5	positiva	4	0	1
Dai minha mãe foi pra casa e eu fui pro curso com meu namorado e nossa amiga, quando eu cheguei mãe me disse que tinha postado a foto no orkut dela.	8.1678	5	neutra	0	1	4
Dai o tempo passou e ela passava na frente da loja que eu trabalho e a gente se olhava.	7.3504000000000005	5	neutra	1	1	3
Dai passou o tempo ,e eu entrei na faculdade federal(hj estudo em uma particular ,assunto pra mais tarde) e logo de cara fiz amizade com a turma.	6.752	6	positiva	5	0	1
Daquele jeito, vc beijando gostoso e fazendo tudo o que se tem direito em quatro paredes.	37.853249999999996	4	positiva	3	0	1
Daqui a pouco ninguém mais vai querer me chamar pros grupos, se eu continuar mal assim.	3.46175	4	negativa	0	4	0
Das outras vezes que eu vim escrever, era pra contar histórias engraçadas.	4.503400000000001	5	neutra	1	1	3
Daí o meu pânico eu não consegui tomar o remédio eu estava muito nervosa e com medo, meu pai não entendeu a fobia que eu tenho de agulhas e brigou comigo na frente das enfermeiras.	5.840400000000001	5	negativa	0	5	0
De noites perfeitas de amor, você me fez ver o que é realmente o amor.	2.35325	4	positiva	4	0	0
De todo o amor do mundo para ele , sem cair em tentação .	6.250333333333333	6	positiva	4	0	2
De tudo, guarda o teu coração, pois é dele é que procedem as águas da vida.	2.605	4	positiva	4	0	0
De verdade, eu não tenho ânimo pra me arrumar, pra cuidar de mim, os pensamentos ruins tomam conta da minha cabeça e eu entro em estado de desespero.	4.71	4	negativa	0	4	0
De vez em quando temos nossas briguinhas, mas eu amo ele.	6.0485999999999995	5	positiva	3	0	2
Declarações de amizade e dos desenhos doidos no caderno de escola.	20.590600000000002	5	neutra	2	0	3
Dentro desse tempo(que não é curto), tive momentos bons e ruins(mais ruins) e parece que não consigo sair dessa!	6.355166666666666	6	negativa	0	5	1
Depois daquele dia eu mudei inovei meu visual mudei meu guarda-roupa terminei os estudos hoje sou psicóloga e ajudo mulheres como eu, se eu te disser que esqueci não seria verdade mas consigo lembrar de tudo sem dor.	9.83275	4	positiva	3	1	0
Depois de 6 horas de prazer saímos do motel.	4.222	6	positiva	5	0	1
Depois de algum tempo acabamos nos vendo e ficamos mais vezes.	4.9546	5	positiva	4	0	1
Depois de mais uma vez ter tido provas de que esse alguém não me quer , decidi que vou esquece-lo.	10.5858	5	empate	2	2	1
Depois de muitas lágrimas e uma festa de despedida as minhas férias acabaram, voltei pra minha realidade e então o meu romance de verão teve que chegar ao fim por conta das responsabilidades do mundo real.	9.5562	5	negativa	0	5	0
Depois de um tempo, deitamos no sofá (já era de tarde) pois ele queria ver o tal jogo que ia passar na tv.	5.383166666666667	6	neutra	1	0	5
Depois de um tempo, estava eu dançando alegremente, como se nada estivesse acontecido.	6.128400000000001	5	positiva	3	1	1
Depois de uma hora consegui, peguei meu buzão e um engarrafamento horrível.	5.161	5	negativa	0	5	0
Depois desta experiência, toda vez ela queria que eu fosse um homem na cama, e logo comecei a questionar o porque destas atitudes.	16.613	5	neutra	0	2	3
Depois disso ficávamos de vez em quando, escondidos, para ninguém mais atrapalhar.	5.4875	4	neutra	1	0	3
Depois ela me abraçou e disse que todos nós temos nosso tempo de vida e que ninguém pode saber o seu.	7.918000000000001	5	neutra	1	1	3
Depois ele me disse que eu valorizo e desvalorizo ele muito rápido, que mudo constantemente de humor, uma hora to triste e outra hora super alegre e me perguntou se eu tinha algum transtorno de personalidade ou de humor.	12.484833333333333	6	negativa	1	5	0
Depois meu pai, simplesmente chegou e falou algo do tipo Sua sem coração, não notou que seu cachorro não está mais aí, que roubaram ele?.	113.9672	5	negativa	1	3	1
Depois os rapazes também gostam de rapariags que tenham algum corpo. Não aquelas que só parecem que têm ossos.	7.5035	4	positiva	3	0	1
Depois que ela finalmente aceitar, toda vermelha de vergonha, fica dica, nunca deixe ela se sentir pressionada por você, se alguém fizer alguma brincadeira sem graça que possa deixa-la se sentindo mal, defenda ela na mesma hora, sempre puxe agraváveis assuntos, eu repito.	12.515333333333333	6	positiva	4	1	1
Depositamos tanta confiança e tanto sentimento nas pessoas.	4.7235	4	neutra	1	0	3
Descobri com minha mãe que meu padrasto estava traindo ela.	4.0114	5	negativa	0	5	0
Descobri essa irrefutável verdade ao perceber o quanto são raras essas preciosidades que chegam de repente na vida da gente e se alojam devagarzinho em local especial e essencial da nossa existência.	6.82575	4	positiva	3	0	1
Descobri também que ele estava traindo minha mãe com minha tia.	26.3325	4	negativa	0	3	1
Desculpa por ter cometido um erro tão grande e imperdoável.	4.082166666666667	6	negativa	1	4	1
Desde já agradeço a todos e desejo uma otima noite!	1.787	4	positiva	4	0	0
Desde ontem a noite, minha mãe nem olha na minha cara e nem fala comigo.	3.8873333333333338	6	negativa	0	6	0
Dessa vez vou ter que ser forte.	7.50825	4	empate	2	0	2
Desta vez ele me fez gozar de uma forma que o meu corpo tremia todo.	10.8066	5	positiva	4	0	1
Deus colocará uma pessoa boa em minha vida, que dará todo o amor que eu preciso e quando eu formar minha família eu terei o amparo que nunca tive.	18.276600000000002	5	positiva	3	1	1
Devo erguer a cabeça e seguir, pois sei que ela quer mesmo isso, que eu siga meus sonhos, que eu seja alguém.	7.399166666666666	6	positiva	6	0	0
Disse a ele que não tinha o que perdoar.	4.9194	5	positiva	3	1	1
Diz ele que levantou antes de mim, e ficou beijando meu rosto, e eu nem mexia de tanto sono.	31.927166666666665	6	positiva	3	1	2
Dois dias depois da enchente comecei a ter dores musculares fortes, e febre não era constante, passaram se sete dias, fui trabalhar meu olho estava enorme, pensei estar com conjuntivite, pedi licença do serviço, e quando estava saindo tive uma grande surpresa, era minha irmã me olhando.	18.854166666666668	6	negativa	0	6	0
Dois irmãos que moravam em fazendas vizinhas, separadas apenas por um riacho, entraram em conflito.	6.9042	5	negativa	0	3	2
Dono do sorriso mais bonito, dos olhos mais azuis do planeta.	5.2705	6	positiva	6	0	0
Durante o dia, conseguia ver meu irmão pela janela, um belo menino loiro, somos bem mais que irmão, compartilhamos segredo, ele é meu cúmplice e sou a dele.	3.8545	4	negativa	1	3	0
Durante um momento de descontração e risos, eu tive um momento muito estranho, senti um espírito próximo de mim e de repente eu tive uma sensação de que eu já havia estado naquela clínica ali antes.	1.92725	4	positiva	4	0	0
E Minha vida nunca e nunca será algo que possa chama de vida, os meus amigos(colegas) parecem ter uma vida melhor que a minha, não quero mais ter que esconder que estou sofrendo.	7.827500000000001	6	negativa	0	6	0
E NÃO É A PRIMEIRA VEZ QUE ELE TENTA ALGO... NÃO QUERO ENTRAR EM DETALHES	4.5814	5	negativa	0	3	2
E acho que estou ficando viciada em ver pornografia na internet.	3.8954	5	negativa	1	3	1
E agora a janela está sempre aberta como você sempre me pedia e nem percebi.	5.3136	5	neutra	1	1	3
E agora estão todas ligadas e nem percebi.	3.0623333333333336	6	neutra	0	0	6
E ainda por cima ele bateu na minha mãe.	2.373	4	negativa	0	4	0
E ainda te come COM PEGADA e depois ainda lambe os labios de bom que foi.	4.109500000000001	4	positiva	4	0	0
E antes de você nascer, eu já tinha escrito a sua história.	7.38425	4	negativa	0	3	1
E aqueles bicos ficam cada vez mais duros, provocando uma excitação impaciente, meio nervosa, de molhar-se de tão ansiosa.	6.55875	4	positiva	3	0	1
E assim passou mais um mês, não comia, não vivia, vegetava, e ao final do dia vomitava, a Helen se trancava no mundo de contas usando meu cartão, também já não estava se importando com nada.	7.15025	4	negativa	0	4	0
E assim, eu tomei um NOJO dele, que nem eu entendo o porque.	2.4285	4	negativa	0	4	0
E como sempre rolou mais uma DR.	2.8362499999999997	4	negativa	0	4	0
E conseguem, emagrecem e tornam-se mulheres com um peso perfeitamente normal, e muito mais bonitas!	6.0889999999999995	4	neutra	0	1	3
E cortou a minha franja no meio da testa e torta.	4.81725	4	negativa	0	3	1
E deixar alguém feliz vale mais do que saber da minha vida.	4.744	6	positiva	5	0	1
E dia 22 à noite sai a lista dos convocados, 28 a segunda lista, e depois, se houver, ainda tem a lista de vagas remanescentes.	5.8759999999999994	5	neutra	0	0	5
E ele me acalmo, e agora já esta ficando tudo bem.	4.5295	6	positiva	5	0	1
E ele não se importa se os pais dela não gostam.	5.63	5	empate	2	2	1
E ele percebe isso, como eu fico fria com a menor briguinha.	4.860250000000001	4	negativa	1	2	1
E espero que me compreenda, porque não pedi pra me apaixonar, pois quem manda na gente é o coração.	6.3002	5	positiva	3	0	2
E eu cansei de me preocupar com os outros, querer sempre o bem das pessoas ao meu redor, e levar nome de chata.	138.05075000000002	4	neutra	1	0	3
E eu fico me sentindo como se fosse uma vagabunda qualquer também, que nem elas - quem sou eu pra chamar alguém de vagabunda mesmo?	7.6525	4	negativa	1	2	1
E eu gravo isso, Deus abençoa minha sogra, de paz a ela.	3.7401666666666666	6	positiva	6	0	0
E eu sou uma pessoa que não percebo quando alguém tem interesses por mim, só que nesse caso eu tô desconfiada disso.	3.05275	4	positiva	3	0	1
E fiquei particularmente atraída por cenas de sadomasoquismo	4.72	4	empate	2	0	2
E foi assim até 5 da manhã, quando eu finalmente resolvi ir dormir.	5.559	4	positiva	4	0	0
E foi assim nos conhecemos e nos tornamos amigos e realmente éramos amigos sem interesses em nada apenas amigos.	10.44575	4	positiva	3	0	1
E foi daquelas colas de isopor mesmo, e já tava sequinha.	7.249499999999999	4	neutra	0	0	4
E isso me afetou muito, fiquei totalmente bravo.	3.6704	5	negativa	0	5	0
E já até andei me machucando de levinho novamente, apesar de nunca ter parado, a rigor.	6.73975	4	negativa	0	4	0
E me lembro também, como você conseguia aplacar a minha dor.	17.965249999999997	4	neutra	1	0	3
E meu complexo de inferioridade só aumenta nesses casos.	3.2205	4	negativa	0	4	0
E meu marido viu e me chamou a atenção e com toda a razão, pois eu sou muito distraída e BURRA por ter feito isso e admito que eu estou errada e estou com a maior vergonha dele e de mim por ter feito isso.	34.307	4	negativa	0	4	0
E meu namorado estava de bermuda jeans, uma polo, e um tênis da oakley que o pé esquerdo esta sem cadarço, todo rasgado, sujo.	5.3685	4	positiva	3	0	1
E meu pai, com certeza não vai lembrar.	2.28875	4	positiva	3	0	1
E nada vai mudar as coisas que você me disse, nada vai fazer 'a gente' dar certo denovo.	36.82525	4	negativa	0	3	1
E nessa música ele começa a falar algumas coisas sobre o amor, e eu acho simplesmente lindo tudo oque ele fala!	9.980333333333332	6	positiva	6	0	0
E não foi a primeira vez, ela sempre mente.	2.632	6	negativa	0	6	0
E não sei o que estou sentindo agora mas me sinto calma feliz mas sei la...	4.1535	6	positiva	4	0	2
E não, não foi o remédio, porque ele demora muito pra fazer efeito, não é assim de uma hora pra outra.	48.3345	4	empate	2	0	2
E o pior de tudo é q eu nuca fui de falar muito com os meninos e também eu não me considero uma pessoa muito bonita.	4.69825	4	negativa	0	3	1
E o seguinte, eu já tenho 13 anos e eu QUASE não tenho corpo, as meninas da minha sala já estão todas formadas, e eu aqui com as cochas finas.	6.690166666666666	6	negativa	0	6	0
E o velho emocionado ao vê-los tão jovens, tão apaixonados e tão ansiosos por uma palavra.	7.521000000000001	5	positiva	4	0	1
E oba, ele ja decorou meu nome, aquela chata da Aline ficou morrendo de inveja, eu to gostando dos professores novos, e principalmente o Kairton.	2.54225	4	neutra	1	0	3
E os gemidos são tão forçados, parece mais que estão parindo do que fazendo sexo - sexo não, tá mais pra uma cópula.	5.75575	4	negativa	0	4	0
E pode ter certeza, mãe, vou lhe dá muito orgulho.	4.6626	5	positiva	5	0	0
E por esperar demais, sonhar demais, criar expectativas demais, sempre acabamos nos decepcionando e nos machucando cada vez mais.	4.2683333333333335	6	negativa	0	6	0
E por falar nisso, segunda que vem começam minhas aulas na faculdade.	2.8217499999999998	4	empate	2	0	2
E porque ele é muito envergonhado pra dar em cima de você, é timidez.	5.9277999999999995	5	neutra	1	1	3
E quando a gente acha aquela pessoa que e toda especial que te faz sorrir esquecer do seu passado e te faz pensar no presente, não paramos de pensar nela ficamos hora obcecada por ela, nos aprendemos a gostar daquele gosta e a fazer o que ela faz só pra falar que temos muita coisa em comum,	20.2574	5	empate	2	1	2
E quando acorda já levanta com ela na cabeça, pensando que saudade, e sonhando alto, colocando a pessoa em nossa vida.	11.6165	4	positiva	3	0	1
E quando aquela pessoa chega perto à gente estremece a mão soa, o coração acelera, o nosso mundo fica diferente, por que a pessoa é especial demais.	7.629333333333332	6	positiva	6	0	0
E quando eu acordo, não passo o dia feito lesa.	7.964	4	negativa	1	3	0
